lccn,api_status
sn87058318,ok,"The Iowa Transcript (Toledo, Tama County, Iowa) 1858-1866",,tama; tama county; toledo; iowa; united states,tama; tama county; toledo; iowa; united states,1858,,english,tama; tama county (iowa); tama county; toledo; iowa; united states; newspapers,"Weekly | Began Oct. 28, 1858? | -v. 8, no. 42 (Nov. 9, 1866). | Publisher varies. | Archived issues are available in digital format from the Library of Congress Chronicling America online collection. | Description based on: Vol. 1, no. 15 (Feb. 3, 1859).","On April 21, 1856, M.V.B. Kenton published the first issue of Tama County’s first newspaper, the  Toledo Tribune . Within the first two years, the paper passed to a number of different editors and proprietors. During this time, the  Tribune  was mostly politically neutral and was presented as “A family journal – devoted to truth, justice, humanity, and the news of the day.” 
 
	In October 1858, Nathan C. Wieting purchased an interest in the  Tribune  and took full editorial control, changing the title to the  Iowa Transcript  and aligning it with the Republican Party. After an eight year run, the  Transcript  ceased publication in 1866 due to financial difficulties. In the final issue, published on November 9, Wieting explained that the paper was no longer sustainable with the amount of advertising and job printing business it had received since much of this work was sent out to larger cities. He wrotes, “We sincerely hope they will see the error of this in the future, and when they secure another press, see the importance of sustaining a home enterprise, instead of a foreign one even should it cost a few cents more.” Wieting moved his printing office to Belle Plaine, Iowa, and established the  Belle Plaine Transcript  the following month. 
 
	By January 1867, a new publication did emerge to take the  Toledo Transcript’s  place when John T. Rice established the  Tama County Republican . Melville True purchased an interest in the paper in July 1868, before buying out Rice to become the sole proprietor four months later. With the beginning of the paper’s seventh volume in January 1873, True changed the title to the  Toledo Chronicle . He saw this title as a better reflection of the paper’s aim “to mirror the passing history of the day, to chronicle every event in the county worthy of note, to be, in short, the  news paper of Tama County.” 
 
	Just two weeks later, in the January 16, 1873 issue, True announced that he would be leaving his role as editor and that Warren Harman would be taking charge of the  Chronicle  for the rest of the year. In December 1873, Harman retired from the paper, and James B. Hedge took over the editorial duties with the January 1, 1874 issue. In a greeting to the  Chronicle’s  patrons, he expressed his desire to make the  Chronicle  “one of the best local papers in central Iowa” but echoed the financial concerns of his predecessors by noting that he and his staff “expect to stay here as long as we receive a fair degree of support from the citizens of Toledo and Tama County.” Despite this uncertainty, Hedge was able to sustain and grow the business throughout his tenure as editor. 
 
	The  Chronicle  absorbed the  Tama County Democrat  in 1924 to become the  Toledo Chronicle-Democrat . The following year, the title changed back to the  Toledo Chronicle , which is still published today.",Republican
sn87058348,ok,"The Buchanan County Guardian (Independence, Buchanan County, Iowa) 1858-1864",,buchanan county; buchanan; united states; independence; iowa,buchanan county; buchanan; united states; independence; iowa,1858,,english,buchanan county; buchanan; buchanan county (iowa); iowa; united states; independence; newspapers,"Weekly | Vol. 2, no. 22 (Aug. 5, 1858)-v. 8, no. 10 (May 31, 1864). | ""County"" appears above title ornament, <Aug. 4, 1859-Mar. 24, 1863>. | Archived issues are available in digital format from the Library of Congress Chronicling America online collection. | Guardian of Independence (DLC)sn 87058349 (OCoLC)15992086","The  Quasqueton Guardian  was the second newspaper in Buchanan County, established by Jacob Rich and George C. Jordan in December 1856. Rich served as editor, declaring in the first issue, “The paper will be devoted to the interests of the Republican Party, the town and county, and will contain all matters of local and general importance or interest.” The  Guardian  represented a political contrast with Buchanan County’s first newspaper, a Democratic publication called the  Independence Civilian , established a year earlier. 
 
	Rich and Jordan moved the paper to Independence in 1858 and changed the title to the  Buchanan County Guardian , motivated by better business prospects in the county seat. A typical issue of the  Guardian  included local and state news, poetry and serial fiction, market reports, political news, and advertisements for local businesses. However, after the attack on Fort Sumter and the start of the Civil War, Rich announced in his editorial on April 23, 1861, “We devote our paper, to the exclusion of everything else, to the details of the War news.” The following week’s issue included a “call for the formation of a company of volunteers” to join the Union army. 
 
	Jordan was among those to answer this call and served as a lieutenant in Company E of the 5 th  Iowa Volunteer Infantry. He died of illness in late March 1862. The April 1, 1862 issue of the  Guardian  devoted many columns to testimonials honoring his life, military service, and patriotic spirit. Rich wrote that Jordan “died as he always wanted to die, with the harness of the faithful soldier on his back, and the booming of the deep-mouthed cannon, and the crash of shells sounding in his ear.” 
 
	After his death, Jordan’s widow retained his interest in the  Guardian  until she and Rich sold the business to S.B. Goodenow in May 1864. Goodenow changed the title to the  Guardian of Independence  and published the paper for two years, before selling to J.L. Loomis in 1866. Loomis consolidated the  Guardian  with the  Buchanan County Bulletin , which he had established the previous year, to form the  Buchanan County Bulletin and Guardian . In 1869, Loomis sold the paper to William Toman, who changed its title back to the  Buchanan County Bulletin . 
 
	The  Bulletin  merged with the  Buchanan County Journal  in 1891, and it became the  Bulletin-Journal . The title changed again in 1973 to the  Independence Bulletin-Journal , and the paper continues to publish today under this name.",Republican
sn87062253,ok,"Delaware Republican (Wilmington, Del.) 1843-1874",,wilmington; united states; new castle; delaware,wilmington; united states; new castle; delaware,1843,,english,delaware; newspapers; wilmington (del.); united states; new castle; wilmington,"Semiweekly, 1844- | Began in 1843? Ceased in July 1874. | Vols. for <May 30, 1844-Nov. 18, 1861> called also whole no. <576-5001>. | Issues for <Feb. 24, 1843-Nov. 18, 1861> called: <v. 3, no. 43-v. 25, no. 99>; issue for <June 15, 1865> unnumbered. | Also issued on microfilm from Wilmington Institute Free Library. | Archived issues are available in digital format from the Library of Congress Chronicling America online collection. | Description based on: Vol. 3, no. 43 (Feb. 24, 1843). | Daily Republican (Wilmington, Del. : 1874) 2476-2725 (DLC)sn 84038114 (OCoLC)11175797","Formed by the union of the  Democratic Free Press and Farmers’, Manufacturers’ and Mechanics’ Advocate  and the  American Republican , the  Delaware Republican, and Farmers’, Manufacturers’ and Mechanics’ Advocate  was established in Wilmington, Delaware, in 1841 by Henry Cannon. Published three times a week, the newspaper also included a weekly edition called the  Delaware Weekly Republican . 
 
	Around 1843, Cannon sold his interest in the paper to William Jeandell, William Miles, and John Alderdice. The  Delaware Republican  competed for years with another Wilmington newspaper, the Democratic  Delaware Gazette . Due to disagreement among the partners, the  Delaware Republican  was sold to Henry S. Evans, who appointed his brother Columbus P. Evans as manager. Beginning in 1845, George Vernon entered into partnership with Columbus P. Evans to publish the  Delaware Republican . In 1853, Evans died leaving Vernon the sole proprietor. Under Vernon’s leadership, the  Delaware Republican  maintained a political presence as a Whig and later Republican publication. Similar to its Democratic counterpart ,  the  Republican  was widely known and influential throughout the state. 
 
	Beginning in 1874, the  Republican  shifted from a weekly to a daily publication schedule, and consequently, its name was changed to the  Daily Republican  until 1890 when it was renamed the  Wilmington Daily Republican . Following George Vernon’s death in 1901, ownership remained with the Republican Printing and Publishing Company, now controlled by Vernon’s sons. For a brief six-month period in 1902, the paper was published as the  Evening Republican  before returning to the title of the  Daily Republican . After a period of contention, the Vernon brothers dissolved the company. In November 1905, the  Daily Republican  merged with the  Evening Journal  and ceased to exist as a separate publication.",Republican
sn87065088,ok,"The Gazette (Fayette, Miss.) 1861-1862",,mississippi; jefferson; fayette; united states,mississippi; jefferson; fayette; united states,1861,,english,mississippi; united states; histoire; jefferson; 19e siècle; newspapers; fayette (miss.); journaux; fayette,"Weekly | Began in 1861; ceased in 1862. | Archived issues are available in digital format from the Library of Congress Chronicling America online collection. | Description based on: Vol. 2, no. 12 (Aug. 2, 1862).","Located in southwestern Mississippi, the oldest cotton-producing region in the state, Jefferson, first known as Pickering, was one of two original Mississippi counties. It was created in 1799 towards the beginning of Mississippi’s territorial period (1798-1817) from what was once the colonial Natchez District. In 1825, Fayette replaced Greenville as the county seat. 
 
	Among the early newspapers in Fayette was the  Gazette . Established in May 1861 by Arthur M. Greene, possibly as the  Southern Gazette  or the Southern Weekly Gazette , by June 1862 Andrew Marschalk, Jr. was the editor and proprietor. Obviously pro-Southern in its sentiments, editorials in the newspaper supported the Confederate cause and were critical of the Republican President of the United States, Abraham Lincoln. As with many other Southern newspapers of this era, the  Gazette  was two pages instead of the typical four due to a shortage of paper. The latest extant issue of the  Gazette  was published on November 14, 1862. 
 
	The  Gazette ‘s second owner, Andrew Marschalk, Jr., was a member of a printing dynasty established by his father Andrew Marschalk, Sr. An officer in the United States Army and a printer by trade, the senior Marschalk had published the first laws of the Mississippi Territory in 1799 and several early 19 th- century newspapers in the Natchez area; in 1818 he was the state’s first public printer. Andrew Marschalk, Jr. sequentially owned and edited at least four newspapers in eastern and southwestern Mississippi, plus journals in Texas and Louisiana. In adjacent Claiborne County, his son Francis Marschalk published the  Weekly Standard  (1865-67)  and the succeeding  Port Gibson Standard  (1867-75) . From 1866 to 1869 another son, William Marschalk, published the  Fayette Chronicle , which is still in business in 2017. 
 
	The Civil War was obviously the most significant event covered by the  Gazette . The August 22, 1862 issue of the newspaper reported on fighting throughout the South including the evacuation of Richmond, Virginia, and action in Louisiana at Baton Rouge and Bayou Sara. Mississippi war news included an estimate of Union military strength near Corinth and the naval bombardment of Vicksburg. The same issue noted how quiet Fayette was after the departure of Confederate Brigadier General William Beall and his staff. For most of its existence, the  Gazette  was contracted to print Jefferson County’s Board of Police proceedings. Even during war time, routine local reporting continued such as weather reports, announcements for political candidates, obituaries, professional cards, and notices of captured slaves. There were a few advertisements and legal notices and occasionally a poem.",Republican
sn87065118,ok,"The Southern Motive (Greensboro, Choctaw, Miss.) 18??-18??",,mississippi; choctaw; united states; greensboro,mississippi; choctaw; united states; greensboro,18??,,english,choctaw; greensboro (miss.); mississippi; greensboro; united states; newspapers,"Weekly | This is a one column ""war news"" paper printed on one side only. | Archived issues are available in digital format from the Library of Congress Chronicling America online collection. | Description based on: Vol. 3, no. 16 (May 7, 1864).","Although many battles were fought in Mississippi throughout the Civil War, Choctaw County in the northern central part of the state was not directly affected until late in the conflict. In December 1864, Union General Benjamin H. Grierson traversed the county during his second raid into Mississippi. A detachment of his cavalry destroyed the textile and flour mills and the shoe factory in Bankston in his effort to disrupt the production of supplies for the Confederate army.  Along the way, they also burned the county seat, Greensboro, where the two known surviving issues of the  Southern Motive  newspaper were published. Announcements regarding the  Motive  in contemporary papers give a more complete picture of its history than the surviving issues. Published by 1857 as the  Grenada Locomotive  in Grenada, a railroad town then in Yalobusha County, the title changed in October 1860. A year later the journal was suspended due to war-time hardships. When publication resumed in January 1862, new proprietor John N. Bowen chose Greensboro, approximately 40 miles southeast of Grenada, as his base of operation. In the June 18, 1864 issue, Bowen, now also producing a tri-weekly edition, announced a possible move to Winona, about 30 miles west of the Choctaw County seat. Instead, it appears that around the time of Grierson's raid, the paper returned to Grenada where it likely merged with the  Picket  to become the  Picket and Motive . After the  Motive 's demise, probably in 1865, Bowen owned a sequential series of at least six other newspapers ending up back in Yalobusha County in 1871 where he ran the  Coffeeville Times . As one of the few Mississippi newspapers to last throughout the Civil War, the  Southern Motive  became a source of content for other regional publications including the  Memphis Daily Appeal . Extracts from the  Motive  appeared in the  Appeal  in 1862 and 1863 when the Tennessee paper was published in Grenada, then Jackson, as the staff fled south before turning east in an attempt to stay ahead of Union troops.  Motive  news gave glimpses into events in Choctaw County and surrounding areas during the war. For example, the May 7, 1864 issue of the  Motive  declared, ""corn can scarcely be bought at any price—and as for meat we do not know of a pound for sale."" A conscription act published in the same issue required all white males between the ages of 17 and 50 to serve in the Confederate military and offered amnesty, with conditions, to all soldiers absent from their commands. In the June 18, 1864, issue of the Greensboro paper, the influential  Weekly Clarion  announced its return to Meridian after a ""…forced absence from the State…"" The absence, no doubt, was caused by Union General William Tecumseh Sherman's February 1864 attack on that east-central city. In addition to being a source of war-related news from a Southern viewpoint, the  Southern Motive  carried foreign news, obituaries, poems, advertisements, and legal notices.",Unionist
sn87065471,ok,"The Oxford Intelligencer (Oxford, Miss.) 1860-18??",,lafayette; united states; mississippi; oxford,lafayette; united states; mississippi; oxford,1860,,english,lafayette; oxford (miss.); mississippi; oxford; newspapers; united states,"Weekly | Vol. 1, no. 1 (June 6, 1860)- | Archived issues are available in digital format from the Library of Congress Chronicling America online collection.","In 1832, with the Treaty of Pontotoc, the Chickasaw gave up their ancestral lands in the rolling terrain of northern Mississippi. Lafayette, established four years later, was one of 12 original counties created from the cession. The county seat, Oxford, was chosen as the site of the first state college, the University of Mississippi, which opened its doors to students in 1848. A raid by Union troops in August 1864 left much of the town destroyed. Notable Oxford residents included lawyer, politician, and university professor Lucius Quintus Cincinnatus Lamar (1825-93) who was a member of the 1861 secession convention and who served in the United States House of Representatives (1857-60, 1873-77) and U. S. Senate (1877-85), as Secretary of the Interior (1885-88), and as Associate Justice of the United States Supreme Court (1888-93). Nobel-Prize winning author William Faulkner (1897-1962) also called Oxford home. 
 
	Oxford had a number of short-lived, unrelated, four-page, weekly newspapers in the 19 th  century. The  Organizer  (1845-50?) was published by Mexican War soldier William Delay; by 1849 many articles discussed secession and promoted Democratic Party unity. The  Oxford Signal  (1856-60?) purchased the office and printing equipment from Delay’s next endeavor, the failed  Democratic Flag  (1852-55?). In 1856, the  Signal  often commented on the conflict between pro- and anti-slavery adherents in Kansas. 
 
	States’ rights advocate Howard Falconer established the  Oxford Intelligencer  (1860-62?). Volume 1, number 1, issued on June 6, 1860, stated: “it is our design to make the  Intelligencer  a reliable general newspaper” that would include domestic, county, local and university news. The January 9, 1861 issue reported on the Mississippi secession convention’s January 7 th  vote to secede from the Union. Beginning January 23, 1861, “A Southern Confederacy” appeared in the masthead. Thereafter, the  Intelligencer  reported on the progress of secession and printed official documents, such as military ordinances and the constitution of the Confederate States of America and the pro-Confederacy speeches and efforts of L. Q. C. Lamar. The paper closed before the first invasion of Union troops in December 1862; a reprint from the  Intelligencer  in the April 5, 1862 issue of Canton’s  American Citizen  (1851-63) explained its demise: “Had we the capital Croesus had, we could not continue the  Intelligencer , for printing paper is not to be had now, at any price.” 
 
	Veteran Samuel Moore Thompson, moved to Oxford after the Civil War and founded the  Oxford Falcon  (1865-88?). The  Falcon  provided commentary on issues important to the postwar South, such as Negro suffrage, the Freedman’s Bureau, establishment of the Fourth Military District and federal rule, and the readmission of state representation in Congress. A March 21, 1868 article summed up the paper’s attitudes towards Republicans: “the Democratic State Convention will soon be re-convened at Jackson, for the purpose of preparing for a vigorous and active fight against the odious principles of the Radical party.” In addition to political news and editorials, the  Falcon  carried general interest stories, some local news, lots of advertisements, but virtually no legal notices. 
 
	In 1876, Thompson sold the  Falcon  and started a competing weekly, the  Oxford Eagle . Six years later, he was shot to death while in custody for intoxication. With the help of experienced editors, Thompson’s widow Eliza, ran the  Eagle  for another 32 years, even though she had no previous journalism experience. The  Oxford Eagle  is still published in 2015 as a daily.",Democratic
sn87065677,ok,"Woodville Republican (Woodville, Miss.) 185?-Current",,woodville; wilkinson; mississippi; united states,woodville; wilkinson; mississippi; united states,185?,,english,mississippi; united states; woodville; wilkinson; woodville (miss.); newspapers,"Weekly | Publisher: John W. Bryant, <1874>. | Editors: W.H. Noble and J.H. Jones, <1874> | Also available on microfilm from UMI. | Archived issues are available in digital format from the Library of Congress Chronicling America online collection. | Description based on: new ser., v. 2, no. 3 (Aug. 18, 1858) = v. 35, no. 3. | Latest issue consulted: Vol. 88, no. 8 (July 13, 1912).","The  Woodville Republican , the longest running newspaper in Mississippi and possibly the state’s oldest continuously operated business, was published in Wilkinson County in the southwest corner of the state. Situated on the eastern bank of the Mississippi River, Wilkinson County was created in 1802 from part of the Old Natchez Cession, the first area occupied by Europeans. Woodville, the county seat and one of the oldest towns in the state, was home to several prominent Mississippians including President of the Confederate States of America, Jefferson Davis, whose boyhood home was nearby Rosemont Plantation. 
 
	The founding editor/proprietor of the  Woodville Republican , Missourian William A. A. Chisholm, moved to Woodville in fall 1823 and published the first issue on December 11, 1823. Chisholm published and/or edited the four-page, weekly paper until at least 1836. Variations in name and changes of management were frequent throughout the paper’s early years:  Woodville Republican  (1823-26) ; the  Republican, and  Wilkinson Weekly Advertiser  (1826) ;  Woodville Republican, and  Wilkinson Weekly Advertiser  (1827-30) ; the  Mississippi Democrat  (1831) ; the  Southern Planter  (1832);  Woodville Republican  (1833-44); the  Republican  (1844-47); the  Woodville Republican  (1847-53); and the  Woodville Republican, and Wilkinson Advertiser  (1853-55). Around 1858, the name of the newspaper reverted to the  Woodville Republican  for the fourth and final time. “Republican” referred to our nation’s form of government; the paper always supported the Democratic Party except from 1869 to 1874 when William H. Nobles, a Republican and for a few years county sheriff, ran the paper. In 1879 former Confederate Captain John South Lewis, joined the paper and later became sole proprietor/editor. Subsequently, the  Republican  passed from father to son through four generations, and as of 2014 was owned and operated by Andrew Lewis, John S. Lewis’s great-grandson. 
 
	The content and organization of the  Woodville Republican  reflected the changing times. During the 19th century, the paper was a mix of national, state, and local news; poetry, general interest items, letters and addresses of notable Southerners, and local advertisements. In the 1850s, political news of interest to citizens filled the anti-Whig paper. For example, the Nashville Convention, an 1850 meeting of nine Southern states considering secession, was a recurring topic, and in 1851 the paper focused on Mississippi’s gubernatorial race. Beginning in the early 20 th  century, state and local news and social announcements were more dominant. By 1902, “Mississippi State News” was a regular front-page column, and the  Republican  declared itself the “Official Journal of Wilkinson County.” Columns and editorials reflected prevailing attitudes of white conservative Democrats. News of the day included the new state capitol building in Jackson and President Theodore Roosevelt’s November 1902 bear hunt in Sharkey County, Mississippi, from which evolved the “teddy” bear.",Republican
sn87065702,ok,"Southern Christian Advocate (Charleston, S.C.) 1837-1948",,charleston; anderson; richland; greenville; richmond; spartanburg; augusta; macon; southern states; south carolina; georgia; columbia; bibb; orangeburg; united states,charleston; anderson; richland; greenville; richmond; spartanburg; augusta; macon; southern states; south carolina; georgia; columbia; bibb; orangeburg; united states,1837,,english,"charleston; anderson; methodists; augusta; macon; methodist episcopal church, south; georgia; orangeburg; newspapers; richland; spartanburg; richmond; south carolina; periodicals; bibb; united states; greenville; southern states; columbia","Weekly | Began with: Vol. I, number 1 (June 24, 1837); ceased with: Volume 112, number 46 (November 18, 1948). | ""Began as a newspaper but gradually developed a periodical format""--Moore, South Carolina newspapers, page 210. | Published: Charleston, South Carolina, 1837-1862 and 1878-1886; Augusta, Georgia, 1862-1865; Macon, Georgia, 1866-1878; Columbia, South Carolina, 1887-1894, 1899-1900 and 1919-1948; Greenville, South Carolina, 1895-1898 and 1912-1914; Orangeburg, South Carolina, 1901-1902; Spartanburg, South Carolina, 1903-1912; and Anderson, South Carolina, 1915-1918. | Volumes for 1866- numbered continuously as whole no. 1465- . | Issue of <Dec. 18, 1862> called also: <New ser., v. 1, no. 30> | Issues for <Mar. 23, 1865> lack volume numbering. | Publication suspended Apr. 20-June 22, 1865 and July 6-Aug. 24, 1865. | Archived issues are available in digital format from the Library of Congress Chronicling America online collection. | Published for: Methodist Episcopal Church, 1837-<June 6, 1845>; for the Methodist Episcopal Church, South, <June 12, 1846>-1899; for the South Carolina Conference of the Methodist Episcopal Church, South, 1900. | Mirror of the times (Macon, Ga.) may have been intended to appear also as a separately titled section of this publication. | Description based on: Vol. I, number 1 (June 24, 1837); title from masthead. | Latest issue consulted: Volume 112, number 46 (November 18, 1948). | South Carolina Methodist advocate (OCoLC)21062437","The weekly  Charleston Southern Christian Advocate  carried the news for South Carolina Methodists through periods of denominational and regional division and reconciliation. Born out of a desire for a Methodist newspaper without abolitionist overtones, the  Advocate  served as witness to the division of the Methodist Episcopal Church in 1844, the establishment of the Methodist Episcopal Church, South in 1846, and the reunification of the national and southern bodies in 1939. The  Advocate  mixed news of revivals and foreign missions with notices of marriages and warnings against the evils of ""worldly amusements"" like gambling, drinking, and attending theaters. When the first issue of the  Southern Christian Advocate  appeared on June 24, 1837, its longevity was anything but assured. Editor William Capers doubled as bookkeeper; the publishers contracted with local printers as they had no press of their own. The  Advocate  grew along with the Methodist Church in South Carolina, however, acquiring a printing press in 1843 and even earning a profit in 1848. Francis Asbury Mood contributed historical sketches of the Methodist Church in Charleston, South Carolina, in 1856. Joseph Cross penned a series of travel letters titled ""European Impressions"" the following year. On the eve of the Civil War, the  Southern Christian Advocate  claimed 11,725 subscribers. The war, however, brought lean times. By 1864, the  Advocate  had been reduced to two pages; a subscription cost $10.00 (double its cost from the previous year). The paper suspended publication between April and August 1865. Following the war, John William Burke published the  Advocate  out of Macon, Georgia, along with the short-lived Macon  Mirror of the Times . Upon its return to South Carolina in 1878, the  Southern Christian Advocate  was variously published in Anderson, Charleston, Columbia, Greenville, Orangeburg, and Spartanburg. The Jonesboro  Wesleyan Christian Advocate  took over reporting on Methodist Church affairs for Georgia. The editors of the  Southern Christian Advocate  and the Greenville  Baptist Courier  enjoyed a friendly rivalry. On August 2, 1923, the  Baptist Courier  shared news of a competition for subscribers. Each paper represented a train, each renewal subscription represented a mile, and each new subscription represented two miles. The  Advocate  editors boasted, ""The boll-weevil, the pessimist and the pestiferous may try to get ahead of us both this time, but there is not a loose tap in all of our machinery."" The  Courier  editors replied, ""May we both arrive on circulation summit, October 26, each attain[ing] the high objective, with the  Courier  engine just a little ahead."" In 1948, the South Carolina Conference replaced the  Southern Christian Advocate  with a periodical titled the  Columbia South Carolina Methodist Advocate . The  Southern Christian Advocate  continues in spirit to the present as the  Columbia South Carolina United Methodist Advocate .",
sn87067105,ok,"The Sierra Citizen (Downieville, Sierra County, Calif.) 185?-1???",,sierra; sierra county; downieville; united states; california,sierra; sierra county; downieville; united states; california,185?,,english,sierra; sierra county (calif.); sierra county; downieville; united states; california; newspapers,"Weekly | Archived issues are available in digital format from the Library of Congress Chronicling America online collection. | Description based on: Vol. 6, no. 7 (Mar. 19, 1859).","The California Gold Rush was short lived, but its impact was profound and enduring. Between 1848 and the mid-1850s hundreds of thousands of people moved into the state in search of easily accessible gold deposits. Most of these “49ers” initially settled in the Sierra Nevada region of California, from Butte County in the north to Mariposa County in the south, establishing both mining camps and new towns in the area. Within a decade the majority of workable gold deposits were emptied and prospectors were replaced by mechanization and capital. Most of the “Argonauts” moved either out of the region or into nearby growing towns and cities. 
 
	California “mining newspapers,” as they were called by one of their first chroniclers, Helen Giffen, sprang up in these newly settled towns as the initial Gold Rush waned. Not only were they some of the earliest papers printed in the state, collectively they chronicled a region as it transitioned from often lawless and violent mining camps to permanent settlements with organized governments and law enforcement. They also recorded the changing nature of mining and, as Giffen notes, “advocated mining and land reforms that were later written into California law.” 
 
	Located in the northeastern corner of the Sierra Nevada Gold Rush region, Sierra County was formed in 1852 with Downieville as its seat. Between 1848 and 1860, more than 16,000 miners settled in the county, and at its peak in 1851 Downieville had more than 5,000 residents, though the population had significantly declined 15 years later. As elsewhere in the region, prospectors were originally drawn to easily accessible “placer” gold found in riverbeds, particularly the Yuba River. By the 1860s, however, Sierra County had numerous “drift mines,” underground mines dug into the slopes of hills to reach ore seams. By one account, there were some 266 miles of drift mines in the county by 1880. 
 
	Throughout the 19th century most newspaper publishing in Sierra County occurred in Downieville. The first newspaper printed in the county seat appeared on June 19, 1852, though only a few issues of the  Mountain Echo  are known to have survived. A year later, in 1853, Oscar O. Ball replaced W.T. Giles as the editor of the  Mountain Echo , and in February of 1854, according to two sources, Ball renamed the paper the  Sierra Citizen . Early in 1855, J.C. Langton purchased the paper and Calvin McDonald became the editor. Within the next few months, the title changed to the  Weekly Sierra Citizen . The exact date of this change is unknown because no copies survive between February 1855 and May 1856, by which time Alfred Helm and H. Hickok had become the owners and Edwin Ruthven Campbell the editor. By March 1859, the  Weekly Sierra Citizen  had again changed its name to the  Sierra Citizen , with H. King (likely Homer King), T.L. Ham, and Washington Wright as publishers; the exact date of the change in name and publishers is again unknown because of missing issues. The last surviving copy of the  Sierra Citizen  is dated September 7, 1861.",
sn87067106,ok,"The Semi-Weekly Mountain Democrat (Placerville, El Dorado Co. [Calif.]) 1860-1860",,el dorado; el dorado county; united states; california; placerville,el dorado; el dorado county; united states; california; placerville,1860,,english,el dorado county (calif.); el dorado; el dorado county; united states; california; placerville; newspapers,"Semiweekly | New ser., vol. 1, no. 1 (Aug. 22, 1860)-v. 1, no. 38 (Dec. 29, 1860) = Whole no. 336-whole no. 375. | Master negatives are available for duplication from: California Newspaper Microfilm Archive; for further information consult the CNMA at: http://cbsr.ucr.edu | Archived issues are available in digital format from the Library of Congress Chronicling America online collection. | Weekly mountain Democrat (DLC)sn 82014489 (OCoLC)8787017","The California Gold Rush was short lived, but its impact was profound and enduring. Between 1848 and the mid-1850s hundreds of thousands of people moved into the state in search of easily accessible gold deposits. Most of these “49ers” initially settled in the Sierra Nevada region of California, from Butte County in the north to Mariposa County in the south, establishing both mining camps and new towns in the area. Within a decade the majority of workable gold deposits were emptied and prospectors were replaced by mechanization and capital. Most of the “Argonauts” moved either out of the region or into nearby growing towns and cities. 
 
	California “mining newspapers,” as they were called by one of their first chroniclers, Helen Giffen, sprang up in these newly settled towns as the initial Gold Rush waned. Not only were they some of the earliest papers printed in the state, collectively they chronicled a region as it transitioned from often lawless and violent mining camps to permanent settlements with organized governments and law enforcement. They also recorded the changing nature of mining and, as Giffen notes, “advocated mining and land reforms that were later written into California law.” 
 
	El Dorado County is generally considered to be the birthplace of the California Gold Rush. It was there, in what would soon be Coloma City, where James W. Marshall discovered gold at Sutter’s Mill on January 24, 1848. By 1852 the boom era for Coloma had largely ended, but “gold fever” expanded to other parts of the county, notably Georgetown and Placerville. Georgetown, where gold was first discovered in 1849, continued mining the mineral through the early 20th century, excavating solid primary deposits of gold-laden quartz. Initially called “Hangtown” because of several notorious hangings that took place there, Placerville quickly became the mining hub of the county, and was the third largest city in the state by 1854, when it was incorporated and renamed. Through the end of the century Placerville offered numerous services associated with the mining industry, including transportation, banking, lodging, and markets. All three cities are now registered historical landmarks. 
 
	Newspaper publishing in both Coloma and Georgetown was overshadowed by publishing in Placerville. Coloma was the first city in El Dorado County to have a newspaper, though its presses were also short-lived. The   El Dorado News  began in 1851 and in 1852 moved to Placerville.  The Miners’ Advocate  was established in 1852 but moved to Diamond Springs in 1853. Started in Coloma in November of 1853, the  Empire County Argus  managed to make a go of it for four years, when it too relocated to Placerville. The  Argus  had numerous owners and editors during its four-year stint, including John Conness, T.M. Reed, N.W. Fuller, W.J. Forbes, and C. Woods. Finally, the  True Republican , for which no copies survive, lasted only a year, from 1857 to 1858, and thereafter Coloma was without a newspaper. Similarly, Georgetown had the  Georgetown Weekly News  from 1854 to 1855, renamed the  Georgetown News  from 1855 to 1856, and then no papers after 1856 when the  News  relocated to Forest City in Sierra County. During its two-year run, the  Georgetown News  was owned and edited by various men, including J. Wing Oliver, John Platt, Jr. (also identified as Theodore Platt, Jr.), J.G. McCullam, and an unnamed Shaw. 
 
	Placerville did not have its own paper until 1853, but quickly thereafter publishing thrived in the city. Two histories of California newspapers count no fewer than eleven separate titles in the county seat before the early 1860s.  The Mountain Democrat  was one of the most prominent, and certainly the longest lasting. It was established by Dan W. Gelwicks and William January in 1854 as a weekly publication, briefly became the  Semi-Weekly Mountain Democrat  in 1860, when George P. Johnson replaced January, changed to the  Weekly Mountain Democrat  in 1861, and finally became just the  Mountain Democrat  in 1863, the name it held until 1943 when it merged with the  Placerville Republican .",Republican
