lccn,api_status
sn83035045,ok,"The Portage County Democrat (Ravenna, Ohio) 1854-1868",,ohio; portage county; portage; united states; ravenna,ohio; portage county; portage; united states; ravenna,1854,,english,ohio; portage county; portage county (ohio); portage; united states; ravenna; ravenna (ohio); newspapers,"Weekly | New ser., v. 1, no. 1 (Apr. 5, 1854)-new ser., v. 15, no. 38 (Dec. 2, 1868). | ""Free Soil, 1854; Republican, 1855-1868."" | ""The organ of the Republican party of Portage, Ohio and official paper of the county."" | Issues for <Apr. 27, 1864> called also <old ser., v. 35, no. 23> and also <whole no. 526>. | Archived issues are available in digital format from the Library of Congress Chronicling America online collection. | Campaign ed.: Campaign Democrat (Ravenna, Ohio), 1855. | Portage Co. Republican Democrat (DLC)sn 85042747","Lewis L. Rice, a printer from New York, published the first issue of the  Ohio Star  on January 6, 1830, in Ravenna, with the financial aid of Cyrus Prentiss, a merchant who died approximately six months before the paper’s first publication, and Jonathan Sloane, a lawyer and Ohio politician. These early settlers of Ravenna, the seat of Portage County, Ohio, provided Rice with the capital necessary to operate a newspaper office. The  Star ’s establishment prompted another local paper, the  Western Courier , to declare its official status as the Democratic organ of Portage County. The  Star  itself was Anti-Masonic and anti-Catholic, using as its motto the imperative “Be Just and Fear Not.” 
 
	Rice retired from publishing in 1834, and the paper came into the possession of Laurin Dewey, who continued to support the Anti-Masonic Party. When the political party dissolved in 1838, the  Star  became the organ of the Whig Party in Portage County. In March of that year, Lyman W. Hall purchased an interest in the paper and became sole proprietor in October when Dewey was elected Sheriff of Portage County. In December 1839, Hall sold the  Star . Over the next decade, the paper underwent myriad changes in ownership until July 1848 when Hall repurchased it. Hall remained its editor and proprietor until the  Star  combined with the  Home Companion and Whig , formerly the  Portage County Whig , to form the  Portage County Democrat  in 1854. 
 
	The  Democrat  was a Free-Soil paper with Know-Nothing leanings. Lyman Hall,John S. Herrick– formerly of the  Home Companion and Whig,  and William Wadsworth, also formerly of the  Ohio Star , operated the paper. Its masthead read: “A Family Newspaper – Devoted to the Dissemination of Intelligence, Agriculture, Commerce, Manufactures, Arts, Sciences, Domestic Economy, Social Improvement and the General Welfare.” In accordance, the  Democrat  covered local, national, and international news, and published agricultural news, economics, fiction, and poetry. The first issue ran on April 5, 1854, and by 1859 Wadsworth and Herrick had sold their interests to Hall’s son, H.R.W. Hall. 
 
	As the new Republican Party began to absorb the Free-Soilers, Know-Nothings, and Whigs, the  Portage County Democrat  became its local organ and supported the Union cause during the Civil War. The Halls published the  Democrat  throughout the war, began to expand it, and in 1868 changed its name to the  Portage Co. Republican Democrat . By 1878, financial hardship prompted them to sell the newspaper although H.R.W. Hall stayed on as editor until 1882, when he was replaced by Arthur Marley. During that year, its owners also purchased the  Portage  County Republican  and merged the two papers, which continued as the  Ravenna Republican  until 1928. In the following years, the paper underwent a number of changes in title and ownership. In its current incarnation, it is known as the   Record-Courier .",Republican
sn83035102,ok,"The Weekly Portage Sentinel (Ravenna, Ohio) 1854-1861",,portage; portage county; united states; ravenna; ohio,portage; portage county; united states; ravenna; ohio,1854,,english,portage county; portage; united states; ravenna; ohio; ravenna (ohio); newspapers; portage county (ohio),"Weekly | Vol. 1, no. 3 (Aug. 24, 1854)-v. 7, no 52 (Aug. 7, 1861). | Democratic. | Archived issues are available in digital format from the Library of Congress Chronicling America online collection. | Paper was suspended from Aug. 7 to Nov. 9, 1861. After the suspension the paper resumed with a new title: Portage sentinel (Ravenna, Ohio : 1861). | Portage sentinel (Ravenna, Ohio : 1861) 2376-2594 (DLC)sn 83035103 (OCoLC)9419238","The  Portage Sentinel  was first published in Ravenna, Ohio, on June 5, 1845, by Samuel D. Harris, Jr. and Roswell Batterson, beginning its run as a 22×32 inch, four-page newspaper featuring 24 columns at an annual advance subscription price of $1.50. The latest of several attempts to successfully publish a Democratic paper in Portage County, the  Sentinel  established itself as the local Democratic organ, claiming only to oppose “any system of laws which shall favor one class of the community at the expense of the other.” Quoting President James K. Polk, the paper’s motto first read: “The Constitution–The Safeguard of our Federal Compact.” In June of 1847, that motto became “Opposition to Tyranny, is Obedience to God,” quoting former President Thomas Jefferson; by October of 1852, it had been dropped from the masthead. The  Sentinel  featured articles concerning a variety of topics including business, politics and acts of the legislature, local news, medicine and health, in addition to poetry and anecdotal humor. 
 
	In 1851 and 1854, respectively, Batterson and Harris retired from the  Sentinel , leaving the paper in the hands of Alphonso Hart and R. E. Craig, who began a new series after Harris’s departure and retitled the paper the  Weekly Portage Sentinel . The firm of Hart & Craig enlarged the paper and continued its Democratic voice, adding the phrase “The Union–It Must Be Preserved” to the masthead and frequently publishing in opposition to the local Republican organ, the  Portage County Democrat . In 1858, the  Sentinel  came under the control of James Somerville, who operated the publication until its cessation in 1862 and the sale of the office to Lyman W. Hall, owner of the competing  Democrat . Portage County was then without a Democratic organ until Samuel D. Harris, Jr. emerged from retirement to print the  Democratic Press  in 1868.",Republican
sn83035103,ok,"The Portage Sentinel (Ravenna, Ohio) 1861-1862",,ohio; portage county; portage; united states; ravenna,ohio; portage county; portage; united states; ravenna,1861,,english,ohio; portage; portage county (ohio); united states; ravenna; ravenna (ohio); newspapers,"Weekly | Vol. 8, no. 1 (Nov. 9, 1861)-v. 8, no. 15 (Feb. 15, 1862). | ""Democratic."" | Published on Saturday. | Editor: James W. Somerville. | Archived issues are available in digital format from the Library of Congress Chronicling America online collection. | The predecessor to this paper: The Weekly Portage sentinel was suspended from Aug. 7 to Nov. 9, 1861, and then resumed under the present title.","The  Portage Sentinel  was first published in Ravenna, Ohio, on June 5, 1845, by Samuel D. Harris, Jr. and Roswell Batterson, beginning its run as a 22×32 inch, four-page newspaper featuring 24 columns at an annual advance subscription price of $1.50. The latest of several attempts to successfully publish a Democratic paper in Portage County, the  Sentinel  established itself as the local Democratic organ, claiming only to oppose “any system of laws which shall favor one class of the community at the expense of the other.” Quoting President James K. Polk, the paper’s motto first read: “The Constitution–The Safeguard of our Federal Compact.” In June of 1847, that motto became “Opposition to Tyranny, is Obedience to God,” quoting former President Thomas Jefferson; by October of 1852, it had been dropped from the masthead. The  Sentinel  featured articles concerning a variety of topics including business, politics and acts of the legislature, local news, medicine and health, in addition to poetry and anecdotal humor. 
 
	In 1851 and 1854, respectively, Batterson and Harris retired from the  Sentinel , leaving the paper in the hands of Alphonso Hart and R. E. Craig, who began a new series after Harris’s departure and retitled the paper the  Weekly Portage Sentinel . The firm of Hart & Craig enlarged the paper and continued its Democratic voice, adding the phrase “The Union–It Must Be Preserved” to the masthead and frequently publishing in opposition to the local Republican organ, the  Portage County Democrat . In 1858, the  Sentinel  came under the control of James Somerville, who operated the publication until its cessation in 1862 and the sale of the office to Lyman W. Hall, owner of the competing  Democrat . Portage County was then without a Democratic organ until Samuel D. Harris, Jr. emerged from retirement to print the  Democratic Press  in 1868.",Republican
sn83035143,ok,Cleveland Morning Leader (Cleveland [Ohio]) 1854-1865,,ohio; cleveland; cuyahoga county; united states; cuyahoga,ohio; cleveland; cuyahoga county; united states; cuyahoga,1854,,english,ohio; cleveland; cuyahoga county; cuyahoga county (ohio); united states; cleveland (ohio); cuyahoga; newspapers,"Daily (except Sunday) | Vol. 8, no. 2503 (Mar. 16, 1854)-v. 19, no. 103 (Apr. 29, 1865). | Republican. | Archived issues are available in digital format as part of the Library of Congress Chronicling America online collection. | Daily evening ed.: Cleveland evening leader, <>-1865. | Cleveland leader (Cleveland, Ohio : 1865) 2327-1353 (DLC)sn 83035144 (OCoLC)9541313","From its first issue on March 16, 1854, the  Cleveland Morning Leader  threw its support behind the recently formed Republican Party, providing an opposition voice to Cleveland’s other major daily, the Democratic  Cleveland Daily Plain Dealer . The  Morning Leader  grew from the 1853 merger between Cleveland’s  Morning Daily True Democrat  and  Daily Forest City  that had formed the  Daily Forest City Democrat . Edwin W. Cowles, the  Morning Leader’s  most famous and longstanding editor, managed the  Democrat  alongside Joseph Medill, and it was upon Cowles’s insistence that the name changed to the  Leader  in 1854. By 1856, Cowles became the sole proprietor of the paper under the name E. Cowles & Company. 
 
	In addition to being published every morning except Sunday, the paper was issued as the  Cleveland Tri-Weekly Leader  on Tuesdays, Thursdays, and Saturdays and as the  Cleveland Weekly Leader  on Saturdays. There was also an evening edition, known as the  Cleveland Evening Leader  or the  Evening News . With numbers just under 20,000 for all four editions during the early 1870s, the  Leader  boasted the largest circulation of any paper in Ohio except for those in Cincinnati. The  Tri-Weekly  was especially popular in the areas surrounding Cleveland. 
 
	In 1854, the  Leader , along with the  Cleveland Herald  and  Cleveland Daily Plain Dealer , contracted with the New York Associated Press to receive news from New York, allowing the paper to report on items of national, in addition to state and regional, significance. Before and during the Civil War, the paper was anti-slavery, with strong editorials pushing for the abolition of slavery and the repeal of the Fugitive Slave Act. As a Republican paper, it stood for the protection of “Free Labor, Free Speech, Free Press, Free Territories and Free states” and for the preservation of the Union. Cowles’s editorial leadership was at times polarizing as he passionately pushed his own agenda on issues of local importance, such the construction of an expensive cross-city viaduct in 1870, and on larger political and social issues, reflected by his strong loyalty to the Republican Party and his war against Catholicism. 
 
	Shortly after the end of the Civil War, the paper’s name changed twice: in May 1865 it became known as the  Cleveland Leader , and after October 1865 the  Cleveland Daily Leader . The paper was the first in Ohio to use the rotary lightning press and electrotype plates. After Cowles’s death in 1890, the  Leader  struggled to make more than a fair profit, and there were no surplus funds that could be put toward expansion. The paper changed names and hands several times until it was eventually purchased by the  Cleveland Plain Dealer  in 1917.",Republican
sn83035144,ok,The Cleveland Leader (Cleveland [Ohio]) 1865-1865,,ohio; cleveland; cuyahoga county; united states; cuyahoga,ohio; cleveland; cuyahoga county; united states; cuyahoga,1865,,english,ohio; cleveland; cuyahoga county; cuyahoga county (ohio); united states; cleveland (ohio); cuyahoga; newspapers,"Daily (except Sunday) | Vol. 19, no. 104 (May 1, 1865)-v. 19, no. 235 (Oct. 3, 1865). | ""Republican."" | Archived issues are available in digital format as part of the Library of Congress Chronicling America online collection. | Cleveland daily leader (DLC)sn 85042437 (OCoLC)12413022","From its first issue on March 16, 1854, the  Cleveland Morning Leader  threw its support behind the recently formed Republican Party, providing an opposition voice to Cleveland’s other major daily, the Democratic  Cleveland Daily Plain Dealer . The  Morning Leader  grew from the 1853 merger between Cleveland’s  Morning Daily True Democrat  and  Daily Forest City  that had formed the  Daily Forest City Democrat . Edwin W. Cowles, the  Morning Leader’s  most famous and longstanding editor, managed the  Democrat  alongside Joseph Medill, and it was upon Cowles’s insistence that the name changed to the  Leader  in 1854. By 1856, Cowles became the sole proprietor of the paper under the name E. Cowles & Company. 
 
	In addition to being published every morning except Sunday, the paper was issued as the  Cleveland Tri-Weekly Leader  on Tuesdays, Thursdays, and Saturdays and as the  Cleveland Weekly Leader  on Saturdays. There was also an evening edition, known as the  Cleveland Evening Leader  or the  Evening News . With numbers just under 20,000 for all four editions during the early 1870s, the  Leader  boasted the largest circulation of any paper in Ohio except for those in Cincinnati. The  Tri-Weekly  was especially popular in the areas surrounding Cleveland. 
 
	In 1854, the  Leader , along with the  Cleveland Herald  and  Cleveland Daily Plain Dealer , contracted with the New York Associated Press to receive news from New York, allowing the paper to report on items of national, in addition to state and regional, significance. Before and during the Civil War, the paper was anti-slavery, with strong editorials pushing for the abolition of slavery and the repeal of the Fugitive Slave Act. As a Republican paper, it stood for the protection of “Free Labor, Free Speech, Free Press, Free Territories and Free states” and for the preservation of the Union. Cowles’s editorial leadership was at times polarizing as he passionately pushed his own agenda on issues of local importance, such the construction of an expensive cross-city viaduct in 1870, and on larger political and social issues, reflected by his strong loyalty to the Republican Party and his war against Catholicism. 
 
	Shortly after the end of the Civil War, the paper’s name changed twice: in May 1865 it became known as the  Cleveland Leader , and after October 1865 the  Cleveland Daily Leader . The paper was the first in Ohio to use the rotary lightning press and electrotype plates. After Cowles’s death in 1890, the  Leader  struggled to make more than a fair profit, and there were no surplus funds that could be put toward expansion. The paper changed names and hands several times until it was eventually purchased by the  Cleveland Plain Dealer  in 1917.",Republican
sn83035163,ok,"Cleveland Tri-Weekly Leader (Cleveland, Ohio) 1854-1885",,cleveland; cuyahoga county; ohio; cuyahoga; united states,cleveland; cuyahoga county; ohio; cuyahoga; united states,1854,,english,cuyahoga county (ohio); cleveland; cuyahoga county; ohio; cleveland (ohio); cuyahoga; united states; newspapers,"Triweekly | Began in Mar. 1854; ceased in Mar. 1885. | Republican. | Archived issues are available in digital format as part of the Library of Congress Chronicling America online collection. | Daily eds.: Cleveland morning leader, 1854-1865, and: Cleveland leader (Cleveland, Ohio : 1865), 1865, and: Cleveland daily leader, 1865-1873, and: Cleveland leader (Cleveland, Ohio : 1874), 1874-<1881>. | Daily evening ed.: Cleveland evening leader, <1865>. | Weekly ed.: Cleveland weekly leader (Cleveland, Ohio : 1854), <1854-1881>. | Description based on: Vol. 8, no. 1323 (Sept. 2, 1854). | Tri-weekly herald (Cleveland, Ohio) (DLC)sn 83035165 (OCoLC)9647606 | Cleveland tri-weekly leader and herald","From its first issue on March 16, 1854, the  Cleveland Morning Leader  threw its support behind the recently formed Republican Party, providing an opposition voice to Cleveland’s other major daily, the Democratic  Cleveland Daily Plain Dealer . The  Morning Leader  grew from the 1853 merger between Cleveland’s  Morning Daily True Democrat  and  Daily Forest City  that had formed the  Daily Forest City Democrat . Edwin W. Cowles, the  Morning Leader’s  most famous and longstanding editor, managed the  Democrat  alongside Joseph Medill, and it was upon Cowles’s insistence that the name changed to the  Leader  in 1854. By 1856, Cowles became the sole proprietor of the paper under the name E. Cowles & Company. 
 
	In addition to being published every morning except Sunday, the paper was issued as the  Cleveland Tri-Weekly Leader  on Tuesdays, Thursdays, and Saturdays and as the  Cleveland Weekly Leader  on Saturdays. There was also an evening edition, known as the  Cleveland Evening Leader  or the  Evening News . With numbers just under 20,000 for all four editions during the early 1870s, the  Leader  boasted the largest circulation of any paper in Ohio except for those in Cincinnati. The  Tri-Weekly  was especially popular in the areas surrounding Cleveland. 
 
	In 1854, the  Leader , along with the  Cleveland Herald  and  Cleveland Daily Plain Dealer , contracted with the New York Associated Press to receive news from New York, allowing the paper to report on items of national, in addition to state and regional, significance. Before and during the Civil War, the paper was anti-slavery, with strong editorials pushing for the abolition of slavery and the repeal of the Fugitive Slave Act. As a Republican paper, it stood for the protection of “Free Labor, Free Speech, Free Press, Free Territories and Free states” and for the preservation of the Union. Cowles’s editorial leadership was at times polarizing as he passionately pushed his own agenda on issues of local importance, such the construction of an expensive cross-city viaduct in 1870, and on larger political and social issues, reflected by his strong loyalty to the Republican Party and his war against Catholicism. 
 
	Shortly after the end of the Civil War, the paper’s name changed twice: in May 1865 it became known as the  Cleveland Leader , and after October 1865 the  Cleveland Daily Leader . The paper was the first in Ohio to use the rotary lightning press and electrotype plates. After Cowles’s death in 1890, the  Leader  struggled to make more than a fair profit, and there were no surplus funds that could be put toward expansion. The paper changed names and hands several times until it was eventually purchased by the  Cleveland Plain Dealer  in 1917.",Republican
sn83035173,ok,"The Ashland Union (Ashland, Ashland County, Ohio) 1854-1868",,ohio; ashland; united states,ohio; ashland; united states,1854,,english,united states; ohio; ashland (ohio); ashland; newspapers,"Weekly | Vol. 9, no. 2 (June 7, 1854)- | Ceased with Apr. 1, 1868 issue. | Archived issues are available in digital format from the Library of Congress Chronicling America online collection. | States and Union (Ashland, Ohio) (DLC)sn 83035174","Until 1849, Democrats in Ashland County, Ohio, were represented by two rival newspapers, both published in the county seat: the  Ashland Democrat , which supported “hard” money, and the  Ashland Standard , which supported “soft” or paper money. Horace S. Knapp, formerly of the  Kalida Venture , purchased both publications in April 1848, merging them to create the  Ohio Union . The paper continued to support the Democratic Party and its interests. 
 
	Knapp owned and edited the paper until 1853 when he sold it to Dr. John Sheridan. Six months later, Sheridan enlarged the publication and changed its name to the  Ashland Union , declaring that the paper “will hereafter be, as heretofore, untrameled by any faction” and will “take our position on all questions with the mass of the Democratic party of this county.” Collins W. Bushnell purchased the paper in 1855, and he reduced its size to cut costs.  On February 4, 1857, Knapp resumed ownership of the paper, promising that it would “not promote the political advancement of any one man,” but rather what the people of Ashland County wanted.  Perhaps backing up this pledge, Knapp declined to support Stephen A. Douglas, the Democratic nominee for President, and instead chose to retire, selling the paper for a second time in 1860. 
 
	The  Ashland Union  exchanged hands several more times over the next few years until Dr. George W. Hill purchased the paper in 1868.  Hill, wanting to advocate the equality of the states and the maintenance of the Union, changed the name of the paper to the  States and Union .  Serving as the Democratic organ of Ashland County, it contained articles on agriculture, foreign news, literary notices and reviews, and “other information deemed important to all classes.”  In 1872, Hill was at odds with his party’s decision to nominate Democrat Horace Greeley for President and decided to sell the paper and enter politics himself. 
 
	Under the leadership of its new proprietors, Benjamin F. Nilson and William H. Gates, the  Union  became known as the  Ashland Press . In 1920, the  Press  merged with the  Ashland Times-Gazette  to form the  Ashland Times-Gazette and the Ashland Press . In 1947, the paper dropped the  Ashland Press  from its name to become  Ashland Times-Gazette , which is still in publication today.",Democratic
sn83035216,ok,"Ashtabula Weekly Telegraph (Ashtabula, Ohio) 1853-1873",,ohio; ashtabula; united states,ohio; ashtabula; united states,1853,,english,ohio; ashtabula; ashtabula (ohio); united states; newspapers,"Weekly | Vol. 4, no. 12 (Feb. 19, 1853)-v. 24, no. 52 (Dec. 27, 1873). | Publisher; James Reed, <1856>. | Issues for Dec. 22, 1855-Sept. 20, 1856 called also whole no. 313-wh. no. 352. | Archived issues are available in digital format as part of the Library of Congress Chronicling America online collection. | Ashtabula telegraph (Ashtabula, Ohio : 1874) (DLC)sn 88078580 (OCoLC)17989568","It was not until 1849 when Nathan W. Thayer established the  Ashtabula Telegraph  that the city of Ashtabula, Ohio, had a long-running newspaper. Newspapers first appeared in Ashtabula in 1823 when Asa and John Hickox established the  Ashtabula Recorder . The  Recorder  survived only three years, and over the next few decades, several more papers were established in Ashtabula. Many of these lasted only a short time before publication either ceased or the paper moved elsewhere in Ashtabula County, such as to the more centrally located county seat at Jefferson. The  Telegraph ’s name was changed to the  Ashtabula Telegraph and Lake Co. Advertiser  in 1851, and, under this title, it began to report on local news from nearby Lake County, merging with the  Painesville Free Press   in 1852 to form the  Ashtabula Telegraph and Lake Co. Free Press . The Lake County interest was dropped in January 1853, and the paper, then owned and edited by John Booth, became known as the  Ashtabula Weekly Telegraph . 
 
	The  Telegraph  was considered the newspaper of record for northern Ashtabula County, containing news and advertisements from Ashtabula and surrounding communities. The paper featured a business directory and regularly printed birth, marriage, and death notices. Republican in politics, despite its “Independent in all things” byline, the  Telegraph  supported Union interests during the Civil War. Ashtabula itself was at one time considered the strongest Republican county in the Western Reserve, and its proximity to Canada made it a major hub of Underground Railroad activity. News from the battlefield, soldiers’ letters, and reports from Congress were commonly included. In addition to reporting information of local and national importance, the  Telegraph  also printed international news. 
 
	In 1856, James Reed purchased the paper, and, in 1873, his son, James Reed, Jr., became co-proprietor. Under their leadership, the  Telegraph  reached a circulation of over 1,000 and held mass appeal in an area characterized by a mix of industry and agriculture. Located on Lake Erie, Ashtabula was a major coal and iron ore port; it was also situated in the heart of a rich dairy district. Most issues of the  Telegraph  contained household tips, poetry, and works of fiction in addition to political commentary. In 1874, the paper dropped the “weekly” from its title to become the  Ashtabula Telegraph .  It expanded from four to eight page issues in 1880 when its name returned to the  Ashtabula Weekly Telegraph . With this change came an increase in content, such as a regular temperance column and sections devoted to school and church news. During the latter part of the 19 th  century, the  Telegraph  experienced no major changes and continued to expand through mergers with other local papers. It even boasted a daily version, the  Ashtabula Daily Telegraph , for a short time in 1884. After nearly 70 years of continuous printing, the  Telegraph  ceased publication in 1911.",Independent
sn83035487,ok,"Anti-Slavery Bugle (New-Lisbon, Ohio) 1845-1861",,lisbon; columbiana; united states; ohio; new lisbon; salem,lisbon; columbiana; united states; ohio; new lisbon; salem,1845,,english,lisbon; slavery; lisbon (ohio); anti-slavery newspapers; columbiana; antislavery movements; newspapers; united states; ohio; new lisbon; salem (ohio); salem,"Weekly | Vol. 1, no. 1 (June 20, 1845)-v. 16, no. 38 (May 4, 1861). | Not published June 27-July 18, 1845. | Published in: New Lisbon, Ohio, June 20, 1845-Aug. 29, 1845, and: Salem, Ohio, Sept. 5, 1845-May 4, 1861. | Publisher: Executive Committee of the Western Anti-slavery Society, 1848-1861. | Printers: John Frost, 1845; J.H. Painter, 1845-1846; G.N. Hapgood, 1846-1848. | Editors: Benjamin S. Jones, J. Elizabeth Hitchcock, 1845-1846; Benjamin S. Jones, J. Elizabeth Jones, 1846-1849; Oliver Johnson 1849-1851; Marius R. Robinson, 1851-1859; Benjamin S. Jones, 1859-1861. | Archived issues are available in digital format as part of the Library of Congress Chronicling America online collection. | Anti-slavery standard","The  Anti-Slavery Bugle  began publication on June 20, 1845, in New-Lisbon (now Lisbon), the seat of Columbiana County. The weekly organ of the Ohio American Anti-Slavery Society, later known as the Western Anti-Slavery Society, this paper’s motto declared “No Union with Slaveholders.” After only six issues, on September 5, 1845, the paper was moved to Salem, probably because this city was more welcoming to both the radical group and its paper, which served as the most significant–and perhaps the only–voice of Garrisonian radicalism west of the Appalachians. Columbiana County’s long history of abolitionism and its location in the northeast Ohio, close to the Western Reserve, put it in a favorable position for its predominately Quaker population to hear and adopt anti-slavery ideas. Salem was also an active Underground Railroad station. 
 
	Marius R. Robinson served as editor of the paper for over seven years during the 1850s and was extremely active in the Anti-Slavery Society, once serving as its president. Other notable editors of the paper include Benjamin S. Jones and J. Elizabeth Hitchcock, the paper’s first, and Oliver Johnson.  James Barnaby served as the paper’s publisher for almost its entire 18-year run. Under their leadership, supplemented by other leaders in the Western Anti-Slavery Society such as Abby Kelley, the paper achieved strong circulation numbers and reached readers beyond Ohio’s borders in states such as Iowa, Illinois, Wisconsin, and Indiana. This aligned with the Society’s overall goal of expansion, which is reflected in its name change from the Ohio American Anti-Slavery Society to the Western Anti-Slavery Society. 
 
	The paper printed letters and speeches, including Sojourner Truth’s 1851 “Ain’t I a Woman” speech, along with calls-for-meetings and editorials that supported its goals. In its first issue the  Bugle  declared: “Our mission is a great and glorious one. It is to preach deliverance to the captive, and the opening of the prison door to them that are bound; to hasten in the day when ‘liberty shall be proclaimed throughout all the land, unto all inhabitants thereof.’” To that end, the paper and the society supported women’s rights and criticized churches that neglected the anti-slavery cause. The  Bugle  was also involved in the peace movement, opposing the American government’s involvement in the Mexican War.  Not willing to align itself with any one party, the  Bugle  and Anti-Slavery Society sought the endorsement of those who shared their principles regardless of political affiliation. 
 
	Columbiana County was full of partisan papers that reflected the varied interests of its citizens. The  Anti-Slavery Bugle ’s unique, extreme, and loud voice stood in contrast to papers representing Whigs, Republicans, Democrats, and Independents, as well as pro-slavery, temperance, and labor factions. Despite inadequate funding throughout much of its life, the  Bugle  lasted over 18 years. The last known issue appeared in 1861, though the newspaper did not officially cease publication until 1863, when with the emancipation of slaves, its primary objective was accomplished.",Unionist
sn83035595,ok,"Delaware Gazette (Delaware, Ohio) 1855-1886",,united states; ohio; delaware,united states; ohio; delaware,1855,,english,delaware (ohio); delaware; newspapers; united states; ohio,"Weekly | Vol. 37, no. 38 (Dec. 21, 1855)-v. 70, no. 50 (Dec. 9, 1886). | Published as: Delaware weekly gazette, Sept. 30, 1886-Dec. 9, 1886. | Publishers: A. Thomson, <1856>; A. Thomson & Son, <1865-1876>. | ""Republican."" <1859-1865>. | Archived issues are available in digital format from the Library of Congress Chronicling America online collection. | Delaware semi-weekly gazette (Delaware, Ohio : 1886) (DLC)sn 88077604 (OCoLC)18143570","The  Delaware Gazette  is one of the longest running newspapers in the state of Ohio and the oldest paper in Delaware County.  The  Gazette  originated in 1818 as the  Delaware Gazette, and  Religious Informer  by Presbyterian Joseph Hughs and Baptist Joseph Drake.  The paper did not have a very long life.  Struggling to find steady readership, it was sold in 1821 to Ezra Griswold, owner of the  Delaware Patron and  Franklin Chronicle .  Griswold ran the two papers concurrently, re-naming his recent acquisition the  Delaware Gazette .  In an attempt to improve the subscriptions, and make his job easier, Griswold merged his two papers in 1823 and changed the name to the  Delaware Patron .  He changed the paper’s name again to the  Ohio State Gazette  in 1830.  
 
	In 1834, George Sharp purchased the growing paper and changed the name to the  Olentangy Gazette .  Sharp enlisted the help of a young man named Abraham Thomson to run the paper.  They were equal partners for the next few years until Sharp, becoming disenchanted with the paper business, sold his share to Judge David Fuller.  Thomson became the sole proprietor two years later in 1855, buying out Fuller and changing the name to the  Delaware Gazette .  
 
	Under the ownership of Thomson, the  Gazette  grew, reaching a circulation of about 3,000 readers.  Thomson made sure the paper represented the Whig political party and moved support to the newly created Republican Party in 1854, becoming the organ of the party in the county.  Thomson closely followed the Civil War, often printing letters from soldiers and showing support for their families at home. 
 
	Health problems forced Thomson to leave the  Gazette  in 1866, but the Thomson name remained on the paper as he handed it over to his son, Henry Clay Thomson.  From 1866 to 1871, the young Thomson ran the paper with Civil War veteran Alfred Lee.  The new owners dedicated their efforts to the local interests of the county, especially the agricultural community.  The  Gazette  remained in the Thomson family until 2004 when it was sold.  The  Delaware Gazette  is still being published to this day.",Republican
