State,County,State2,County_ID,Pres_1860_pcDem,Pres_1860_pcRep,Pres_1860_pcSouthDem,Pres_1860_pcConstUn,Pres_1860_pcOther,Pres_1860_TotVote,Pres_1860_pcTO,Cong_1860_pcDem,Cong_1860_pcRep,Cong_1860_pcDemEq,Cong_1860_pcRepEq,Cong_1860_pcOther,Cong_1860_TotVote,Cong_1860_pcTO,Cong_1862_pcDem,Cong_1862_pcRep,Cong_1862_pcDemEq,Cong_1862_pcRepEq,Cong_1862_pcOther,Cong_1862_TotVote,Cong_1862_pcTO,Pres_1864_pcDem,Pres_1864_pcRep,Pres_1864_pcOther,Pres_1864_TotVote,Pres_1864_pcTO,Cong_1864_pcDem,Cong_1864_pcRep,Cong_1864_pcDemEq,Cong_1864_pcRepEq,Cong_1864_pcOther,Cong_1864_TotVote,Cong_1864_pcTO
Illinois,Tazewell,Illinois,1790,0.477,0.517,0,0.006,0.001,4545,0.767,0.482,0.518,0,0,0,4529,0.764,0.549,0.451,0,0,0,3589,0.552,0.518,0.482,0,4454,0.63,0.515,0,0,0.485,0,4475,0.633
Illinois,Union,Illinois,1810,0.491,0.077,0,0.029,0.403,2030,0.788,0.81,0.089,0,0,0.521,1595,0.619,0.881,0.119,0,0,0,1233,0.441,0.65,0.35,0,2024,0.67,0.648,0,0,0.352,0,2029,0.672
Illinois,Vermilion,Illinois,1830,0.411,0.586,0,0.001,0.002,3839,0.801,0.418,0.582,0,0,0,3785,0.79,0.512,0.487,0,0,0,3040,0.579,0.392,0.608,0,4185,0.734,0.392,0,0,0.608,0,4187,0.734
Illinois,Wabash,Illinois,1850,0.534,0.449,0,0.017,0.001,1330,0.794,0.539,0.461,0,0,0,1326,0.792,0.668,0.332,0,0,0,1016,0.56,0.568,0.432,0,1195,0.612,0.566,0,0,0.434,0,1197,0.613
Illinois,Warren,Illinois,1870,0.428,0.565,0,0.004,0.004,3911,0.846,0.434,0.566,0,0,0,3897,0.843,0.506,0.494,0,0,0,3118,0.604,0.426,0.574,0,4020,0.704,0.426,0,0,0.574,0,4031,0.706
Illinois,Washington,Illinois,1890,0.648,0.328,0,0.024,0,2416,0.717,0.657,0.343,0,0,0,2410,0.715,0.516,0.484,0,0,0,1866,0.498,0.492,0.508,0,2451,0.595,0.492,0,0,0.508,0,2458,0.596
Illinois,Wayne,Illinois,1910,0.71,0.267,0,0.021,0.002,2318,0.907,0.726,0.274,0,0,0,2315,0.906,0.738,0.262,0,0,0,1588,0.568,0.55,0.45,0,2084,0.687,0.549,0,0,0.451,0,2095,0.69
Illinois,White,Illinois,1930,0.659,0.323,0,0.016,0.002,2343,0.857,0.67,0.33,0,0,0,2327,0.851,0.741,0.259,0,0,0,1650,0.564,0.633,0.367,0,2110,0.677,0.631,0,0,0.369,0,2096,0.672
Illinois,Whiteside,Illinois,1950,0.288,0.705,0,0.004,0.002,3848,0.755,0.296,0.694,0,0,0.123,3754,0.736,0.298,0.702,0,0,0,2879,0.492,0.262,0.738,0,3938,0.597,0.262,0,0,0.738,0,3940,0.597
Illinois,Will,Illinois,1970,0.437,0.559,0,0.002,0.002,5759,0.698,0.443,0.555,0,0,0.045,5718,0.693,0.51,0.49,0,0,0,4505,0.498,0.455,0.545,0,6135,0.624,0.456,0,0,0.544,0,6156,0.626
Illinois,Williamson,Illinois,1990,0.829,0.078,0,0.075,0.018,2214,0.901,0.91,0.09,0,0,0.003,2138,0.87,0.699,0.301,0,0,0,1231,0.459,0.566,0.434,0,1980,0.68,0.556,0,0,0.444,0,1984,0.682
Illinois,Winnebago,Illinois,2010,0.17,0.828,0,0.001,0.002,4814,0.747,0.174,0.826,0,0,0.003,4784,0.742,0.186,0.814,0,0,0,3354,0.471,0.151,0.849,0,4674,0.598,0.151,0,0,0.849,0,4677,0.599
Illinois,Woodford,Illinois,2030,0.524,0.458,0,0.014,0.004,2706,0.753,0.528,0.469,0,0,0.026,2697,0.75,0.603,0.395,0,0,0.002,2086,0.508,0.57,0.43,0,2955,0.639,0.57,0,0,0.43,0,2960,0.64
Indiana,Adams,Indiana,10,0.572,0.407,0.014,0.007,0,1552,0.787,0.608,0.392,0,0,0,1387,0.703,0.742,0,0,0.258,0,1588,0.748,0.704,0.296,0,1641,0.723,0.715,0,0,0.285,0,1708,0.752
Indiana,Allen,Indiana,30,0.551,0.436,0.007,0.005,0,5850,0.833,0.528,0.472,0,0,0,5183,0.738,0.678,0,0,0.322,0,5638,0.741,0.687,0.313,0,7176,0.876,0.674,0,0,0.326,0,6855,0.837
Indiana,Bartholomew,Indiana,50,0.497,0.476,0.018,0.009,0,3715,0.91,0.52,0.48,0,0,0,3659,0.896,0.585,0,0,0.415,0,3681,0.844,0.555,0.445,0,3696,0.796,0.546,0,0,0.454,0,3865,0.833
Indiana,Benton,Indiana,70,0.377,0.601,0.01,0.013,0,624,0.854,0.379,0.621,0,0,0,655,0.896,0.447,0,0,0.553,0,591,0.722,0.417,0.583,0,652,0.719,0.425,0,0,0.575,0,675,0.744
Indiana,Blackford,Indiana,90,0.557,0.376,0.055,0.012,0,732,0.795,0.62,0.38,0,0,0,714,0.775,0.618,0,0,0.382,0,829,0.84,0.572,0.428,0,830,0.788,0.586,0,0,0.414,0,873,0.829
Indiana,Boone,Indiana,110,0.282,0.509,0.195,0.014,0,3336,0.874,0.483,0.517,0,0,0,3269,0.857,0.451,0,0,0.549,0,3405,0.828,0.437,0.563,0,3775,0.857,0.452,0,0,0.548,0,3771,0.856
Indiana,Brown,Indiana,130,0.683,0.282,0.029,0.006,0,1067,0.792,0.688,0.312,0,0,0,1021,0.758,0.596,0,0,0.404,0,545,0.381,0.74,0.26,0,1109,0.734,0.697,0,0,0.303,0,1183,0.783
Indiana,Carroll,Indiana,150,0.473,0.52,0.002,0.005,0,3055,0.934,0.49,0.51,0,0,0,3043,0.931,0.53,0,0,0.47,0,2795,0.819,0.525,0.475,0,3014,0.848,0.52,0,0,0.48,0,3077,0.866
Indiana,Cass,Indiana,170,0.459,0.498,0.035,0.009,0,3765,0.894,0.497,0.503,0,0,0,3726,0.885,0.543,0,0,0.453,0,3445,0.758,0.532,0.468,0,3923,0.805,0.531,0,0,0.469,0,3965,0.814
Indiana,Clark,Indiana,190,0.487,0.363,0.066,0.084,0,3772,0.726,0.532,0.468,0,0,0,3560,0.685,0.704,0,0,0.296,0,2700,0.49,0.541,0.459,0,3669,0.631,0.547,0,0,0.453,0,3813,0.656
Indiana,Clay,Indiana,210,0.571,0.386,0.02,0.022,0,2303,0.842,0.609,0.391,0,0,0,2202,0.805,0.661,0,0,0.339,0,2072,0.699,0.564,0.436,0,2495,0.781,0.564,0,0,0.436,0,2495,0.781
Indiana,Clinton,Indiana,230,0.486,0.492,0.021,0.002,0,2958,0.882,0.513,0.487,0,0,0,2827,0.843,0.522,0,0,0.478,0,2579,0.729,0.515,0.485,0,2914,0.783,0.51,0,0,0.49,0,2979,0.8
Indiana,Crawford,Indiana,250,0.505,0.465,0.005,0.025,0,1672,0.927,0.502,0.498,0,0,0,1715,0.951,0.598,0,0,0.402,0,1362,0.717,0.501,0.499,0,1415,0.709,0.509,0,0,0.491,0,1569,0.786
Indiana,Daviess,Indiana,270,0.319,0.398,0.226,0.057,0,2345,0.769,0.506,0.494,0,0,0,2204,0.723,0.563,0,0,0.437,0,2214,0.704,0.514,0.486,0,2526,0.778,0.501,0,0,0.499,0,2497,0.769
Indiana,De Kalb,Indiana,330,0.467,0.524,0.001,0.008,0,2865,0.907,0.476,0.524,0,0,0,2886,0.914,0.552,0,0,0.448,0,2628,0.764,0.498,0.502,0,2956,0.795,0.493,0,0,0.507,0,3021,0.812
Indiana,Dearborn,Indiana,290,0.516,0.451,0.013,0.02,0,4720,0.797,0.533,0.467,0,0,0,4816,0.814,0.644,0,0,0.356,0,4244,0.693,0.533,0.467,0,4537,0.716,0.527,0,0,0.473,0,4489,0.709
Indiana,Decatur,Indiana,310,0.419,0.55,0.025,0.005,0,3687,0.912,0.455,0.545,0,0,0,3665,0.907,0.474,0,0,0.526,0,3529,0.839,0.418,0.582,0,3731,0.854,0.425,0,0,0.575,0,3498,0.801
Indiana,Delaware,Indiana,350,0.335,0.63,0.032,0.003,0,3070,0.864,0.394,0.606,0,0,0,2734,0.769,0.441,0,0,0.549,0,2475,0.65,0.196,0.804,0,2993,0.737,0.244,0,0,0.756,0,2932,0.722
Indiana,Dubois,Indiana,370,0.807,0.18,0.001,0.012,0,1670,0.761,0.813,0.187,0,0,0,1711,0.779,0.725,0,0,0.225,0,1428,0.601,0.831,0.169,0,1750,0.684,0.832,0,0,0.168,0,1812,0.708
Indiana,Elkhart,Indiana,390,0.437,0.557,0.006,0,0,4437,0.872,0.459,0.541,0,0,0,4413,0.868,0.504,0,0,0.496,0,3657,0.66,0.47,0.53,0,4253,0.71,0.463,0,0,0.537,0,4266,0.712
Indiana,Fayette,Indiana,410,0.397,0.582,0.017,0.004,0,2308,0.892,0.465,0.535,0,0,0,2223,0.859,0.508,0,0,0.492,0,1796,0.683,0.395,0.605,0,2178,0.814,0.404,0,0,0.596,0,2087,0.78
Indiana,Floyd,Indiana,430,0.546,0.333,0.028,0.093,0,3455,0.718,0.432,0.568,0,0,0,3554,0.739,0.663,0,0,0.337,0,2395,0.473,0.585,0.415,0,3512,0.661,0.532,0,0,0.468,0,3776,0.711
Indiana,Fountain,Indiana,450,0.413,0.503,0.082,0.002,0,3291,0.869,0.498,0.502,0,0,0,3253,0.859,0.523,0,0,0.477,0,3229,0.823,0.538,0.462,0,3380,0.833,0.535,0,0,0.465,0,3425,0.844
Indiana,Franklin,Indiana,470,0.564,0.421,0.012,0.002,0,4025,0.893,0.579,0.421,0,0,0,3965,0.88,0.68,0,0,0.32,0,3524,0.765,0.623,0.377,0,3715,0.788,0.615,0,0,0.385,0,3727,0.791
Indiana,Fulton,Indiana,490,0.486,0.5,0.011,0.003,0,2038,0.958,0.51,0.49,0,0,0,2103,0.988,0.552,0,0,0.448,0,1960,0.857,0.527,0.473,0,2086,0.852,0.52,0,0,0.48,0,2099,0.857
Indiana,Gibson,Indiana,510,0.518,0.435,0.01,0.038,0,2984,0.872,0.533,0.467,0,0,0,2852,0.833,0.381,0,0,0.619,0,3084,0.847,0.539,0.461,0,2813,0.73,0.536,0,0,0.464,0,2780,0.721
Indiana,Grant,Indiana,530,0.412,0.562,0.011,0.015,0,2970,0.887,0.437,0.563,0,0,0,2776,0.829,0.475,0,0,0.525,0,2761,0.773,0.445,0.555,0,2785,0.734,0.443,0,0,0.557,0,2895,0.763
Indiana,Greene,Indiana,550,0.445,0.48,0.069,0.007,0,2960,0.864,0.519,0.481,0,0,0,2840,0.829,0.569,0,0,0.431,0,2558,0.711,0.556,0.444,0,2727,0.723,0.537,0,0,0.463,0,2728,0.723
Indiana,Hamilton,Indiana,570,0.332,0.638,0.028,0.001,0,3441,0.915,0.357,0.643,0,0,0,3261,0.867,0.422,0,0,0.578,0,2704,0.677,0.253,0.747,0,4318,1.02,0.267,0,0,0.733,0,4031,0.953
Indiana,Hancock,Indiana,590,0.496,0.462,0.037,0.005,0,2600,0.923,0.541,0.459,0,0,0,2536,0.901,0.475,0,0,0.525,0,2566,0.86,0.494,0.506,0,2706,0.86,0.506,0,0,0.494,0,2759,0.876
Indiana,Harrison,Indiana,610,0.529,0.456,0.01,0.005,0,3494,0.844,0.511,0.489,0,0,0,3555,0.859,0.608,0,0,0.392,0,2551,0.59,0.573,0.427,0,3109,0.69,0.561,0,0,0.439,0,3239,0.718
Indiana,Hendricks,Indiana,630,0.317,0.6,0.071,0.012,0,3418,0.88,0.402,0.598,0,0,0,3375,0.869,0.378,0,0,0.622,0,3172,0.781,0.241,0.759,0,3454,0.816,0.284,0,0,0.716,0,3648,0.862
Indiana,Henry,Indiana,650,0.285,0.69,0.021,0.004,0,4238,0.91,0.333,0.667,0,0,0,4028,0.865,0.45,0,0,0.55,0,3203,0.659,0.259,0.741,0,4084,0.806,0.275,0,0,0.725,0,3720,0.734
Indiana,Howard,Indiana,670,0.348,0.632,0.014,0.006,0,2514,0.923,0.372,0.628,0,0,0,2405,0.883,0.405,0,0,0.595,0,2309,0.772,0.35,0.65,0,2660,0.816,0.343,0,0,0.657,0,2648,0.812
Indiana,Huntington,Indiana,690,0.46,0.519,0.017,0.005,0,3050,0.904,0.48,0.52,0,0,0,2894,0.858,0.513,0,0,0.487,0,3047,0.828,0.513,0.487,0,3282,0.824,0.5,0,0,0.5,0,3285,0.824
Indiana,Jackson,Indiana,710,0.565,0.385,0.038,0.012,0,3078,0.829,0.58,0.42,0,0,0,2749,0.741,0.644,0,0,0.356,0,2816,0.702,0.602,0.398,0,2982,0.691,0.619,0,0,0.381,0,3016,0.699
Indiana,Jasper,Indiana,730,0.333,0.639,0.008,0.02,0,836,0.829,0.346,0.654,0,0,0,806,0.8,0.345,0,0,0.635,0,835,0.791,0.328,0.672,0,871,0.788,0.319,0,0,0.681,0,875,0.792
Indiana,Jay,Indiana,750,0.483,0.509,0.005,0.003,0,2230,0.883,0.496,0.504,0,0,0,2180,0.863,0.532,0,0,0.468,0,2172,0.792,0.509,0.491,0,2246,0.76,0.501,0,0,0.499,0,2264,0.766
Indiana,Jefferson,Indiana,770,0.253,0.589,0.125,0.033,0,4521,0.798,0.321,0.679,0,0,0,4346,0.767,0.429,0,0,0.571,0,4240,0.746,0.392,0.608,0,4535,0.795,0.392,0,0,0.608,0,4686,0.822
Indiana,Jennings,Indiana,790,0.292,0.579,0.115,0.015,0,2847,0.852,0.345,0.655,0,0,0,2535,0.759,0.479,0,0,0.531,0,2700,0.773,0.373,0.627,0,2896,0.795,0.4,0,0,0.6,0,2977,0.817
Indiana,Johnson,Indiana,810,0.45,0.422,0.109,0.019,0,3091,0.873,0.571,0.429,0,0,0,2970,0.839,0.611,0,0,0.389,0,2972,0.799,0.528,0.472,0,3247,0.832,0.474,0,0,0.526,0,3310,0.848
Indiana,Knox,Indiana,830,0.502,0.473,0.013,0.012,0,3317,0.846,0.526,0.474,0,0,0,3256,0.83,0.606,0,0,0.394,0,2553,0.604,0.574,0.426,0,3165,0.699,0.566,0,0,0.434,0,3113,0.687
Indiana,Kosciusko,Indiana,850,0.395,0.602,0.002,0.001,0,3802,0.968,0.401,0.599,0,0,0,3645,0.928,0.431,0,0,0.569,0,3395,0.795,0.452,0.548,0,3996,0.866,0.456,0,0,0.544,0,4016,0.871
Indiana,La Porte,Indiana,910,0.291,0.612,0.092,0.005,0,5176,0.834,0.4,0.6,0,0,0,5015,0.808,0.461,0,0,0.539,0,4548,0.664,0.437,0.563,0,4911,0.655,0.454,0,0,0.546,0,4954,0.661
Indiana,Lagrange,Indiana,870,0.303,0.686,0.004,0.006,0,2470,0.867,0.324,0.676,0,0,0,2347,0.824,0.351,0,0,0.649,0,2067,0.684,0.335,0.665,0,2379,0.743,0.316,0,0,0.684,0,2327,0.727
Indiana,Lake,Indiana,890,0.268,0.721,0.012,0,0,1700,0.73,0.326,0.674,0,0,0,1631,0.7,0.34,0,0,0.66,0,1645,0.633,0.266,0.734,0,1736,0.604,0.272,0,0,0.728,0,1761,0.613
Indiana,Lawrence,Indiana,930,0.294,0.432,0.196,0.078,0,2678,0.86,0.451,0.549,0,0,0,2470,0.793,0.509,0,0,0.491,0,2382,0.744,0.433,0.567,0,2506,0.762,0.455,0,0,0.545,0,2641,0.803
Indiana,Madison,Indiana,950,0.504,0.467,0.019,0.01,0,3656,0.972,0.522,0.478,0,0,0,3507,0.932,0.603,0,0,0.397,0,3377,0.846,0.573,0.427,0,3592,0.851,0.558,0,0,0.442,0,3707,0.878
Indiana,Marion,Indiana,970,0.371,0.574,0.036,0.018,0,8756,0.863,0.431,0.569,0,0,0,8658,0.854,0.383,0,0,0.617,0,8014,0.726,0.241,0.759,0,14438,1.209,0.253,0,0,0.747,0,12761,1.068
Indiana,Marshall,Indiana,990,0.504,0.488,0.008,0.001,0,2925,0.963,0.494,0.506,0,0,0,2723,0.897,0.583,0,0,0.417,0,2771,0.81,0.569,0.431,0,2795,0.734,0.598,0,0,0.402,0,3024,0.794
Indiana,Martin,Indiana,1010,0.484,0.368,0.109,0.04,0,1404,0.755,0.545,0.455,0,0,0,1309,0.704,0.639,0,0,0.361,0,1367,0.684,0.587,0.413,0,1393,0.652,0.603,0,0,0.397,0,1470,0.688
Indiana,Miami,Indiana,1030,0.464,0.529,0.007,0,0,3469,0.893,0.474,0.526,0,0,0,3539,0.911,0.543,0,0,0.457,0,3402,0.818,0.484,0.516,0,3548,0.8,0.481,0,0,0.519,0,3677,0.829
Indiana,Monroe,Indiana,1050,0.302,0.505,0.166,0.027,0,2373,0.83,0.458,0.542,0,0,0,2304,0.806,0.567,0,0,0.433,0,2355,0.794,0.502,0.498,0,2412,0.785,0.52,0,0,0.48,0,2480,0.808
Indiana,Montgomery,Indiana,1070,0.464,0.504,0.014,0.017,0,4692,0.922,0.486,0.514,0,0,0,4634,0.911,0.507,0,0,0.493,0,4164,0.782,0.504,0.496,0,4488,0.807,0.5,0,0,0.5,0,4522,0.813
Indiana,Morgan,Indiana,1090,0.453,0.524,0.019,0.004,0,3347,0.905,0.48,0.52,0,0,0,3344,0.904,0.478,0,0,0.522,0,3010,0.785,0.417,0.583,0,3076,0.774,0.414,0,0,0.586,0,3148,0.792
Indiana,Newton,Indiana,1110,0.351,0.566,0.082,0.002,0,539,0.949,0.477,0.523,0,0,0,526,0.926,0.5,0,0,0.5,0,574,,0.439,0.561,0,624,,0.441,0,0,0.559,0,615,
Indiana,Noble,Indiana,1130,0.425,0.561,0.012,0.001,0,3104,0.889,0.438,0.562,0,0,0,2999,0.859,0.464,0,0,0.536,0,2954,0.77,0.438,0.562,0,3542,0.847,0.421,0,0,0.579,0,3523,0.843
Indiana,Ohio,Indiana,1150,0.331,0.297,0.2,0.172,0,1013,0.803,0.544,0.456,0,0,0,934,0.74,0.496,0,0,0.504,0,977,0.767,0.392,0.608,0,973,0.757,0.401,0,0,0.599,0,999,0.777
Indiana,Orange,Indiana,1170,0.501,0.382,0.079,0.038,0,2224,0.856,0.561,0.439,0,0,0,1992,0.767,0.669,0,0,0.331,0,1840,0.686,0.559,0.441,0,1824,0.659,0.544,0,0,0.456,0,1880,0.68
Indiana,Owen,Indiana,1190,0.49,0.432,0.033,0.045,0,2639,0.858,0.559,0.441,0,0,0,2619,0.852,0.649,0,0,0.351,0,2312,0.721,0.591,0.409,0,2575,0.77,0.587,0,0,0.413,0,2630,0.787
Indiana,Parke,Indiana,1210,0.393,0.565,0.016,0.025,0,3358,0.944,0.422,0.578,0,0,0,3231,0.908,0.39,0,0,0.61,0,2995,0.825,0.368,0.632,0,3357,0.907,0.364,0,0,0.636,0,3323,0.898
Indiana,Perry,Indiana,1230,0.443,0.48,0.003,0.075,0,2139,0.769,0.484,0.516,0,0,0,2122,0.763,0.666,0,0,0.334,0,1678,0.559,0.484,0.516,0,2154,0.668,0.491,0,0,0.509,0,2220,0.689
Indiana,Pike,Indiana,1250,0.471,0.477,0.031,0.021,0,1873,0.852,0.493,0.507,0,0,0,1780,0.809,0.49,0,0,0.51,0,1212,0.543,0.513,0.487,0,1891,0.836,0.511,0,0,0.489,0,1890,0.836
Indiana,Porter,Indiana,1270,0.363,0.624,0.011,0.002,0,2452,0.879,0.388,0.612,0,0,0,2345,0.841,0.442,0,0,0.558,0,2430,0.784,0.389,0.611,0,2405,0.705,0.419,0,0,0.581,0,2478,0.727
Indiana,Posey,Indiana,1290,0.392,0.367,0.182,0.058,0,2874,0.738,0.59,0.41,0,0,0,2614,0.671,0.504,0,0,0.496,0,2669,0.65,0.539,0.461,0,2942,0.682,0.525,0,0,0.475,0,2983,0.692
Indiana,Pulaski,Indiana,1310,0.533,0.459,0.003,0.006,0,1245,0.919,0.537,0.463,0,0,0,1211,0.894,0.567,0,0,0.433,0,1114,0.739,0.595,0.405,0,1206,0.726,0.577,0,0,0.423,0,1221,0.735
Indiana,Putnam,Indiana,1330,0.424,0.458,0.088,0.03,0,4119,0.86,0.496,0.504,0,0,0,3807,0.795,0.537,0,0,0.463,0,3932,0.79,0.523,0.477,0,4123,0.797,0.504,0,0,0.496,0,4188,0.81
Indiana,Randolph,Indiana,1350,0.333,0.648,0.016,0.003,0,3544,0.867,0.378,0.622,0,0,0,3332,0.815,0.443,0,0,0.557,0,3012,0.696,0.33,0.67,0,3539,0.776,0.343,0,0,0.657,0,3515,0.77
Indiana,Ripley,Indiana,1370,0.399,0.544,0.048,0.01,0,3657,0.849,0.453,0.547,0,0,0,3532,0.82,0.563,0,0,0.437,0,3328,0.736,0.489,0.511,0,3576,0.756,0.475,0,0,0.525,0,3638,0.769
Indiana,Rush,Indiana,1390,0.33,0.519,0.141,0.01,0,3387,0.858,0.489,0.511,0,0,0,3394,0.859,0.531,0,0,0.469,0,3316,0.823,0.472,0.528,0,3561,0.866,0.464,0,0,0.536,0,3613,0.879
Indiana,Scott,Indiana,1430,0.315,0.464,0.184,0.037,0,1421,0.89,0.511,0.489,0,0,0,1361,0.852,0.587,0,0,0.413,0,1363,0.816,0.559,0.441,0,1328,0.761,0.549,0,0,0.451,0,1360,0.78
Indiana,Shelby,Indiana,1450,0.51,0.473,0.011,0.006,0,4015,0.907,0.526,0.474,0,0,0,4033,0.911,0.589,0,0,0.411,0,3745,0.806,0.548,0.452,0,4060,0.834,0.57,0,0,0.43,0,4165,0.855
Indiana,Spencer,Indiana,1470,0.403,0.471,0.063,0.064,0,2751,0.813,0.495,0.505,0,0,0,2650,0.783,0.524,0,0,0.476,0,2161,0.587,0.478,0.522,0,2985,0.751,0.487,0,0,0.513,0,3042,0.765
Indiana,St Joseph,Indiana,1410,0.384,0.609,0.006,0.001,0,3880,0.846,0.392,0.608,0,0,0,3782,0.824,0.452,0,0,0.548,0,3658,0.734,0.416,0.584,0,3746,0.696,0.435,0,0,0.565,0,3866,0.718
Indiana,Starke,Indiana,1490,0.529,0.435,0.032,0.005,0,437,0.821,0.689,0.311,0,0,0,380,0.714,0.646,0,0,0.354,0,466,0.759,0.532,0.468,0,464,0.667,0.557,0,0,0.443,0,506,0.727
Indiana,Steuben,Indiana,1510,0.249,0.71,0.037,0.004,0,2197,0.821,0.305,0.695,0,0,0,1990,0.743,0.26,0,0,0.74,0,1698,0.578,0.271,0.729,0,2252,0.703,0.262,0,0,0.738,0,2211,0.691
Indiana,Sullivan,Indiana,1530,0.641,0.295,0.044,0.019,0,2897,0.864,0.681,0.319,0,0,0,2665,0.795,0.735,0,0,0.365,0,2674,0.743,0.721,0.279,0,2854,0.741,0.744,0,0,0.256,0,2931,0.761
Indiana,Switzerland,Indiana,1550,0.215,0.331,0.225,0.23,0,2219,0.75,0.474,0.526,0,0,0,2083,0.704,0.55,0,0,0.45,0,2849,0.961,0.373,0.627,0,2295,0.772,0.362,0,0,0.638,0,2342,0.787
Indiana,Tippecanoe,Indiana,1570,0.385,0.589,0.02,0.006,0,5907,0.849,0.413,0.587,0,0,0,5676,0.816,0.45,0,0,0.55,0,5190,0.71,0.443,0.557,0,6264,0.819,0.446,0,0,0.554,0,6021,0.787
Indiana,Tipton,Indiana,1590,0.506,0.48,0.013,0.002,0,1626,0.919,0.524,0.476,0,0,0,1480,0.837,0.619,0,0,0.381,0,1359,0.688,0.582,0.418,0,1750,0.803,0.551,0,0,0.449,0,1761,0.808
Indiana,Union,Indiana,1610,0.423,0.551,0.023,0.002,0,1540,0.863,0.467,0.533,0,0,0,1528,0.857,0.544,0,0,0.456,0,1273,0.703,0.416,0.584,0,1424,0.774,0.44,0,0,0.56,0,1366,0.743
Indiana,Vanderburgh,Indiana,1630,0.395,0.48,0.047,0.077,0,3904,0.704,0.528,0.472,0,0,0,3849,0.694,0.537,0,0,0.463,0,3672,0.603,0.436,0.564,0,4848,0.731,0.473,0,0,0.527,0,4981,0.751
Indiana,Vermillion,Indiana,1650,0.427,0.552,0.009,0.012,0,1975,0.866,0.446,0.554,0,0,0,1916,0.84,0.449,0,0,0.551,0,1701,0.724,0.419,0.581,0,1796,0.743,0.395,0,0,0.605,0,1760,0.728
Indiana,Vigo,Indiana,1670,0.442,0.505,0.009,0.044,0,4811,0.885,0.489,0.511,0,0,0,4771,0.877,0.506,0,0,0.496,0,4189,0.718,0.429,0.571,0,5054,0.812,0.442,0,0,0.558,0,5121,0.822
Indiana,Wabash,Indiana,1690,0.324,0.648,0.022,0.006,0,3528,0.884,0.355,0.645,0,0,0,3215,0.806,0.403,0,0,0.597,0,3272,0.771,0.333,0.667,0,3690,0.82,0.355,0,0,0.645,0,3717,0.826
Indiana,Warren,Indiana,1710,0.345,0.633,0.015,0.007,0,2229,0.875,0.361,0.639,0,0,0,2097,0.823,0.369,0,0,0.631,0,1851,0.681,0.357,0.643,0,2134,0.738,0.358,0,0,0.642,0,2090,0.723
Indiana,Warrick,Indiana,1730,0.323,0.307,0.336,0.035,0,2430,0.809,0.637,0.363,0,0,0,1982,0.66,0.478,0,0,0.522,0,2186,0.675,0.536,0.464,0,2688,0.774,0.525,0,0,0.475,0,2766,0.796
Indiana,Washington,Indiana,1750,0.577,0.4,0.014,0.009,0,3445,0.864,0.579,0.421,0,0,0,3224,0.809,0.642,0,0,0.358,0,2973,0.734,0.592,0.408,0,3041,0.739,0.582,0,0,0.418,0,3164,0.769
Indiana,Wayne,Indiana,1770,0.284,0.674,0.026,0.016,0,6281,0.872,0.353,0.647,0,0,0,5893,0.818,0.394,0,0,0.606,0,4927,0.656,0.265,0.735,0,5767,0.737,0.293,0,0,0.707,0,6070,0.775
Indiana,Wells,Indiana,1790,0.545,0.451,0.003,0.001,0,2017,0.878,0.547,0.453,0,0,0,1862,0.811,0.59,0,0,0.41,0,1943,0.781,0.593,0.407,0,2081,0.776,0.589,0,0,0.411,0,2117,0.789
Indiana,White,Indiana,1810,0.431,0.528,0.036,0.005,0,1880,0.923,0.475,0.525,0,0,0,1876,0.921,0.522,0,0,0.478,0,1875,0.837,0.489,0.511,0,1839,0.753,0.478,0,0,0.522,0,1884,0.772
Indiana,Whitley,Indiana,1830,0.477,0.506,0.015,0.002,0,2237,0.932,0.503,0.497,0,0,0,2182,0.909,0.552,0,0,0.448,0,2233,0.841,0.555,0.445,0,2389,0.822,0.543,0,0,0.457,0,2435,0.838
Iowa,Adair,Iowa,10,0.5,0.477,0,0.011,0.011,88,0.351,0.54,0.46,0,0,0,87,0.347,0.414,0.586,0,0,0,174,,0.283,0.717,0,166,,0.262,0.738,0,0,0,164,
Iowa,Adams,Iowa,30,0.364,0.636,0,0,0,253,0.642,0.365,0.635,0,0,0,255,0.647,0.354,0.646,0,0,0,271,,0.297,0.703,0,256,,0.296,0.704,0,0,0,257,
Iowa,Allamakee,Iowa,50,0.49,0.504,0,0.004,0.002,2351,0.769,0.495,0.505,0,0,0,2344,0.767,0.54,0.46,0,0,0,1777,0.49,0.537,0.463,0,2475,0.591,0.538,0.462,0,0,0,2483,0.592
Iowa,Appanoose,Iowa,70,0.572,0.399,0,0.008,0.02,2136,0.853,0.592,0.408,0,0,0,2131,0.851,0.639,0.361,0,0,0,1563,0.544,0.513,0.487,0,1794,0.553,0.513,0.487,0,0,0,1794,0.553
Iowa,Audubon,Iowa,90,0.551,0.449,0,0,0,107,0.87,0.538,0.462,0,0,0,106,0.862,0.476,0.524,0,0,0,84,,0.65,0.35,0,80,,0.547,0.453,0,0,0,95,
Iowa,Benton,Iowa,110,0.411,0.586,0,0.003,0,1755,0.866,0.415,0.585,0,0,0,1762,0.87,0.463,0.537,0,0,0,1172,0.488,0.334,0.666,0,1679,0.605,0.328,0.672,0,0,0,1659,0.598
